Site_id,Day,Start,End
HTN7,Thu,0:00,5:15
HTN7,Fri,0:00,5:15
HTN7,Sat,0:00,5:15
HXM1,Sun,0:00,5:15
HXM1,Mon,0:00,5:15
HXM1,Tue,0:00,5:15
HXM1,Wed,0:00,5:15
HXM1,Thu,0:00,5:15
HXM1,Fri,0:00,5:15
HXM1,Sat,0:00,5:15
HXW3,Sun,0:00,5:15
HXW3,Mon,0:00,5:15
HXW3,Tue,0:00,5:15
HXW3,Wed,0:00,5:15
HXW3,Thu,0:00,5:15
HXW3,Fri,0:00,5:15
HXW3,Sat,0:00,5:15
LBA1,Sun,8:00,9:00
LBA1,Sun,10:00,11:00
LBA1,Sun,12:00,13:00
LBA1,Sun,14:00,15:00
LBA1,Sun,16:00,18:00
LBA1,Mon,8:00,9:00
LBA1,Mon,10:00,11:00
LBA1,Mon,12:00,13:00
LBA1,Mon,14:00,15:00
LBA1,Mon,16:00,18:00
LBA1,Tue,8:00,9:00
LBA1,Tue,10:00,11:00
LBA1,Tue,12:00,13:00
LBA1,Tue,14:00,15:00
LBA1,Tue,16:00,18:00
LBA1,Wed,8:00,9:00
LBA1,Wed,10:00,11:00
LBA1,Wed,12:00,13:00
LBA1,Wed,14:00,15:00
LBA1,Wed,16:00,18:00
LBA1,Thu,8:00,9:00
LBA1,Thu,10:00,11:00
LBA1,Thu,12:00,13:00
LBA1,Thu,14:00,15:00
LBA1,Thu,16:00,18:00
LBA1,Fri,8:00,9:00
LBA1,Fri,10:00,11:00
LBA1,Fri,12:00,13:00
LBA1,Fri,14:00,15:00
LBA1,Fri,16:00,18:00
LBA1,Sat,8:00,9:00
LBA1,Sat,10:00,11:00
LBA1,Sat,12:00,13:00
LBA1,Sat,14:00,15:00
LBA1,Sat,16:00,18:00
LBA2,Sun,0:00,6:00
LBA2,Sun,8:00,18:00
LBA2,Sun,19:00,0:00
LBA2,Mon,0:00,6:00
LBA2,Mon,8:00,18:00
LBA2,Mon,19:00,0:00
LBA2,Tue,0:00,6:00
LBA2,Tue,8:00,18:00
LBA2,Tue,19:00,0:00
LBA2,Wed,0:00,6:00
LBA2,Wed,8:00,18:00
LBA2,Wed,19:00,0:00
LBA2,Thu,0:00,6:00
LBA2,Thu,8:00,18:00
LBA2,Thu,19:00,0:00
LBA2,Fri,0:00,6:00
LBA2,Fri,8:00,18:00
LBA2,Fri,19:00,0:00
LBA2,Sat,0:00,6:00
LBA2,Sat,8:00,18:00
LBA2,Sat,19:00,0:00
LBA3,Sun,0:00,4:00
LBA3,Sun,8:00,0:00
LBA3,Mon,0:00,4:00
LBA3,Mon,8:00,0:00
LBA3,Tue,0:00,4:00
LBA3,Tue,8:00,0:00
LBA3,Wed,0:00,4:00
LBA3,Wed,8:00,0:00
LBA3,Thu,0:00,4:00
LBA3,Thu,8:00,0:00
LBA3,Fri,0:00,4:00
LBA3,Fri,8:00,0:00
LBA3,Sat,0:00,4:00
LBA3,Sat,8:00,0:00
LBA8,Mon,0:00,3:30
LBA8,Mon,14:00,0:00
LBA8,Tue,0:00,3:30
LBA8,Tue,14:00,0:00
LBA8,Wed,0:00,3:30
LBA8,Wed,14:00,0:00
LBA8,Thu,0:00,3:30
LBA8,Thu,14:00,0:00
LBA8,Fri,0:00,3:30
LBA8,Fri,14:00,0:00
LBA8,Sat,0:00,3:30
LBA8,Sat,14:00,0:00
LBA8,Sun,0:00,3:30
LBA8,Sun,14:00,0:00
LBA9,Sun,10:00,0:00
LBA9,Sun,10:00,0:00
LBA9,Sun,10:00,0:00
LBA9,Mon,10:00,0:00
LBA9,Mon,10:00,0:00
LBA9,Mon,10:00,0:00
LBA9,Tue,10:00,0:00
LBA9,Tue,10:00,0:00
LBA9,Tue,10:00,0:00
LBA9,Wed,10:00,0:00
LBA9,Wed,10:00,0:00
LBA9,Wed,10:00,0:00
LBA9,Thu,10:00,0:00
LBA9,Thu,10:00,0:00
LBA9,Thu,10:00,0:00
LBA9,Fri,10:00,0:00
LBA9,Fri,10:00,0:00
LBA9,Fri,10:00,0:00
LBA9,Sat,4:00,6:00
LBA9,Sat,10:00,0:00
LBA9,Sat,10:00,0:00
LCY2,Fri,2:00,5:00
LCY2,Fri,7:00,17:00
LCY2,Fri,18:00,0:00
LCY2,Mon,2:00,5:00
LCY2,Mon,7:00,17:00
LCY2,Mon,18:00,0:00
LCY2,Sat,2:00,5:00
LCY2,Sat,7:00,17:00
LCY2,Sat,18:00,0:00
LCY2,Sun,2:00,5:00
LCY2,Sun,7:00,17:00
LCY2,Sun,18:00,0:00
LCY2,Thu,2:00,5:00
LCY2,Thu,7:00,17:00
LCY2,Thu,18:00,0:00
LCY2,Tue,2:00,5:00
LCY2,Tue,7:00,17:00
LCY2,Tue,18:00,0:00
LCY2,Wed,2:00,5:00
LCY2,Wed,7:00,17:00
LCY2,Wed,18:00,0:00
LCY3,Fri,0:00,6:00
LCY3,Fri,10:00,0:00
LCY3,Mon,0:00,6:00
LCY3,Mon,10:00,0:00
LCY3,Sat,0:00,6:00
LCY3,Sat,10:00,0:00
LCY3,Sun,0:00,6:00
LCY3,Sun,10:00,0:00
LCY3,Thu,0:00,6:00
LCY3,Thu,10:00,0:00
LCY3,Tue,0:00,6:00
LCY3,Tue,10:00,0:00
LCY3,Wed,0:00,6:00
LCY3,Wed,10:00,0:00
LCY8,Sun,0:00,4:00
LCY8,Sun,8:00,0:00
LCY8,Mon,0:00,4:00
LCY8,Mon,8:00,0:00
LCY8,Tue,0:00,4:00
LCY8,Tue,8:00,0:00
LCY8,Wed,0:00,4:00
LCY8,Wed,8:00,0:00
LCY8,Thu,0:00,4:00
LCY8,Thu,8:00,0:00
LCY8,Fri,0:00,4:00
LCY8,Fri,8:00,0:00
LCY8,Sat,0:00,4:00
LCY8,Sat,8:00,0:00
LPL2,Mon,7:30,18:00
LPL2,Tue,7:30,18:00
LPL2,Wed,7:30,18:00
LPL2,Thu,7:30,18:00
LPL2,Fri,7:30,18:00
LPL9,Sun,0:00,4:00
LPL9,Sun,13:00,0:00
LPL9,Mon,0:00,4:00
LPL9,Mon,13:00,0:00
LPL9,Tue,0:00,4:00
LPL9,Tue,13:00,0:00
LPL9,Wed,0:00,4:00
LPL9,Wed,13:00,0:00
LPL9,Thu,0:00,4:00
LPL9,Thu,13:00,0:00
LPL9,Fri,0:00,4:00
LPL9,Fri,13:00,0:00
LPL9,Sat,0:00,4:00
LPL9,Sat,13:00,0:00
LTN1,Sun,0:00,4:00
LTN1,Sun,7:00,16:00
LTN1,Sun,18:00,23:00
LTN1,Mon,0:00,4:00
LTN1,Mon,7:00,16:00
LTN1,Mon,18:00,23:00
LTN1,Tue,0:00,4:00
LTN1,Tue,7:00,16:00
LTN1,Tue,18:00,23:00
LTN1,Wed,0:00,4:00
LTN1,Wed,7:00,16:00
LTN1,Wed,18:00,23:00
LTN1,Thu,0:00,4:00
LTN1,Thu,7:00,16:00
LTN1,Thu,18:00,23:00
LTN1,Fri,0:00,4:00
LTN1,Fri,7:00,16:00
LTN1,Fri,18:00,23:00
LTN1,Sat,0:00,4:00
LTN1,Sat,7:00,16:00
LTN1,Sat,18:00,23:00
LTN2,Sun,0:00,1:00
LTN2,Sun,2:00,3:00
LTN2,Sun,4:00,5:00
LTN2,Sun,7:00,10:00
LTN2,Sun,11:00,12:00
LTN2,Sun,13:00,14:00
LTN2,Sun,15:00,17:00
LTN2,Sun,18:00,20:00
LTN2,Sun,21:00,22:00
LTN2,Sun,23:00,0:00
LTN2,Mon,0:00,1:00
LTN2,Mon,2:00,3:00
LTN2,Mon,4:00,5:00
LTN2,Mon,7:00,10:00
LTN2,Mon,11:00,12:00
LTN2,Mon,13:00,14:00
LTN2,Mon,15:00,17:00
LTN2,Mon,18:00,20:00
LTN2,Mon,21:00,22:00
LTN2,Mon,23:00,0:00
LTN2,Tue,0:00,1:00
LTN2,Tue,2:00,3:00
LTN2,Tue,4:00,5:00
LTN2,Tue,7:00,10:00
LTN2,Tue,11:00,12:00
LTN2,Tue,13:00,14:00
LTN2,Tue,15:00,17:00
LTN2,Tue,18:00,20:00
LTN2,Tue,21:00,22:00
LTN2,Tue,23:00,0:00
LTN2,Wed,0:00,1:00
LTN2,Wed,2:00,3:00
LTN2,Wed,4:00,5:00
LTN2,Wed,7:00,10:00
LTN2,Wed,11:00,12:00
LTN2,Wed,13:00,14:00
LTN2,Wed,15:00,17:00
LTN2,Wed,18:00,20:00
LTN2,Wed,21:00,22:00
LTN2,Wed,23:00,0:00
LTN2,Thu,0:00,1:00
LTN2,Thu,2:00,3:00
LTN2,Thu,4:00,5:00
LTN2,Thu,7:00,10:00
LTN2,Thu,11:00,12:00
LTN2,Thu,13:00,14:00
LTN2,Thu,15:00,17:00
LTN2,Thu,18:00,20:00
LTN2,Thu,21:00,22:00
LTN2,Thu,23:00,0:00
LTN2,Fri,0:00,1:00
LTN2,Fri,2:00,3:00
LTN2,Fri,4:00,5:00
LTN2,Fri,7:00,10:00
LTN2,Fri,11:00,12:00
LTN2,Fri,13:00,14:00
LTN2,Fri,15:00,17:00
LTN2,Fri,18:00,20:00
LTN2,Fri,21:00,22:00
LTN2,Fri,23:00,0:00
LTN2,Sat,0:00,1:00
LTN2,Sat,2:00,3:00
LTN2,Sat,4:00,5:00
LTN2,Sat,7:00,10:00
LTN2,Sat,11:00,12:00
LTN2,Sat,13:00,14:00
LTN2,Sat,15:00,17:00
LTN2,Sat,18:00,20:00
LTN2,Sat,21:00,22:00
LTN2,Sat,23:00,0:00
LTN4,Sun,0:00,6:00
LTN4,Sun,7:00,0:00
LTN4,Mon,0:00,6:00
LTN4,Mon,7:00,0:00
LTN4,Tue,0:00,6:00
LTN4,Tue,7:00,0:00
LTN4,Wed,0:00,6:00
LTN4,Wed,7:00,0:00
LTN4,Thu,0:00,6:00
LTN4,Thu,7:00,0:00
LTN4,Fri,0:00,6:00
LTN4,Fri,7:00,0:00
LTN4,Sat,0:00,6:00
LTN4,Sat,7:00,0:00
MAN1,Sun,0:00,5:00
MAN1,Sun,8:00,18:00
MAN1,Sun,19:00,0:00
MAN1,Mon,0:00,5:00
MAN1,Mon,8:00,18:00
MAN1,Mon,19:00,0:00
MAN1,Tue,0:00,5:00
MAN1,Tue,8:00,18:00
MAN1,Tue,19:00,0:00
MAN1,Wed,0:00,5:00
MAN1,Wed,8:00,18:00
MAN1,Wed,19:00,0:00
MAN1,Thu,0:00,5:00
MAN1,Thu,8:00,18:00
MAN1,Thu,19:00,0:00
MAN1,Fri,0:00,5:00
MAN1,Fri,8:00,18:00
MAN1,Fri,19:00,0:00
MAN1,Sat,0:00,5:00
MAN1,Sat,8:00,18:00
MAN1,Sat,19:00,0:00
MAN2,Sun,0:00,5:00
MAN2,Sun,9:00,18:00
MAN2,Sun,19:00,0:00
MAN2,Sun,0:00,5:00
MAN2,Mon,9:00,18:00
MAN2,Mon,19:00,0:00
MAN2,Tue,0:00,5:00
MAN2,Tue,9:00,18:00
MAN2,Tue,19:00,0:00
MAN2,Wed,0:00,5:00
MAN2,Wed,9:00,18:00
MAN2,Wed,19:00,0:00
MAN2,Thu,0:00,5:00
MAN2,Thu,9:00,18:00
MAN2,Thu,19:00,0:00
MAN2,Fri,0:00,5:00
MAN2,Fri,9:00,18:00
MAN2,Fri,19:00,0:00
MAN2,Sat,0:00,5:00
MAN2,Sat,9:00,18:00
MAN2,Sat,19:00,0:00
MAN3,Sun,0:00,5:00
MAN3,Sun,8:00,0:00
MAN3,Mon,0:00,5:00
MAN3,Mon,8:00,0:00
MAN3,Tue,0:00,5:00
MAN3,Tue,8:00,0:00
MAN3,Wed,0:00,5:00
MAN3,Wed,8:00,0:00
MAN3,Thu,0:00,5:00
MAN3,Thu,8:00,0:00
MAN3,Fri,0:00,5:00
MAN3,Fri,8:00,0:00
MAN3,Sat,0:00,5:00
MAN3,Sat,8:00,0:00
MAN4,Sun,0:00,6:00
MAN4,Sun,8:00,9:00
MAN4,Sun,10:00,11:00
MAN4,Sun,12:00,13:00
MAN4,Sun,14:00,15:00
MAN4,Sun,16:00,17:00
MAN4,Sun,18:00,19:00
MAN4,Sun,20:00,21:00
MAN4,Sun,22:00,23:00
MAN4,Mon,0:00,6:00
MAN4,Mon,8:00,9:00
MAN4,Mon,10:00,11:00
MAN4,Mon,12:00,13:00
MAN4,Mon,14:00,15:00
MAN4,Mon,16:00,17:00
MAN4,Mon,18:00,19:00
MAN4,Mon,20:00,21:00
MAN4,Mon,22:00,23:00
MAN4,Tue,0:00,6:00
MAN4,Tue,8:00,9:00
MAN4,Tue,10:00,11:00
MAN4,Tue,12:00,13:00
MAN4,Tue,14:00,15:00
MAN4,Tue,16:00,17:00
MAN4,Tue,18:00,19:00
MAN4,Tue,20:00,21:00
MAN4,Tue,22:00,23:00
MAN4,Wed,0:00,6:00
MAN4,Wed,8:00,9:00
MAN4,Wed,10:00,11:00
MAN4,Wed,12:00,13:00
MAN4,Wed,14:00,15:00
MAN4,Wed,16:00,17:00
MAN4,Wed,18:00,19:00
MAN4,Wed,20:00,21:00
MAN4,Wed,22:00,23:00
MAN4,Thu,0:00,6:00
MAN4,Thu,8:00,9:00
MAN4,Thu,10:00,11:00
MAN4,Thu,12:00,13:00
MAN4,Thu,14:00,15:00
MAN4,Thu,16:00,17:00
MAN4,Thu,18:00,19:00
MAN4,Thu,20:00,21:00
MAN4,Thu,22:00,23:00
MAN4,Fri,0:00,6:00
MAN4,Fri,8:00,9:00
MAN4,Fri,10:00,11:00
MAN4,Fri,12:00,13:00
MAN4,Fri,14:00,15:00
MAN4,Fri,16:00,17:00
MAN4,Fri,18:00,19:00
MAN4,Fri,20:00,21:00
MAN4,Fri,22:00,23:00
MAN4,Sat,0:00,6:00
MAN4,Sat,8:00,9:00
MAN4,Sat,10:00,11:00
MAN4,Sat,12:00,13:00
MAN4,Sat,14:00,15:00
MAN4,Sat,16:00,17:00
MAN4,Sat,18:00,19:00
MAN4,Sat,20:00,21:00
MAN4,Sat,22:00,23:00
MAN8,Sun,9:00,12:00
MAN8,Sun,14:00,20:00
MAN8,Mon,9:00,12:00
MAN8,Mon,14:00,20:00
MAN8,Tue,9:00,12:00
MAN8,Tue,14:00,20:00
MAN8,Wed,9:00,12:00
MAN8,Wed,14:00,20:00
MAN8,Thu,9:00,12:00
MAN8,Thu,14:00,20:00
MAN8,Fri,9:00,12:00
MAN8,Fri,14:00,20:00
MAN8,Sat,9:00,12:00
MAN8,Sat,14:00,20:00
MME1,Sun,0:15,13:00
MME1,Sun,15:00,17:00
MME1,Sun,19:00,22:00
MME1,Mon,0:15,13:00
MME1,Mon,15:00,17:00
MME1,Mon,19:00,22:00
MME1,Tue,0:15,13:00
MME1,Tue,15:00,17:00
MME1,Tue,19:00,22:00
MME1,Wed,0:15,13:00
MME1,Wed,15:00,17:00
MME1,Wed,19:00,22:00
MME1,Thu,0:15,13:00
MME1,Thu,15:00,17:00
MME1,Thu,19:00,22:00
MME1,Fri,0:15,13:00
MME1,Fri,15:00,17:00
MME1,Sat,9:00,13:00
MME1,Sat,15:00,17:00
MME1,Sat,19:00,22:00
MME2,Sun,0:00,1:00
MME2,Sun,2:00,3:00
MME2,Sun,4:00,5:00
MME2,Sun,8:00,16:00
MME2,Sun,19:00,0:00
MME2,Mon,0:00,1:00
MME2,Mon,2:00,3:00
MME2,Mon,4:00,5:00
MME2,Mon,8:00,16:00
MME2,Mon,19:00,0:00
MME2,Tue,0:00,1:00
MME2,Tue,2:00,3:00
MME2,Tue,4:00,5:00
MME2,Tue,8:00,16:00
MME2,Tue,19:00,0:00
MME2,Wed,0:00,1:00
MME2,Wed,2:00,3:00
MME2,Wed,4:00,5:00
MME2,Wed,8:00,16:00
MME2,Wed,19:00,0:00
MME2,Thu,0:00,1:00
MME2,Thu,2:00,3:00
MME2,Thu,4:00,5:00
MME2,Thu,8:00,16:00
MME2,Thu,19:00,0:00
MME2,Fri,0:00,1:00
MME2,Fri,2:00,3:00
MME2,Fri,4:00,5:00
MME2,Fri,8:00,16:00
MME2,Fri,19:00,0:00
MME2,Sat,0:00,1:00
MME2,Sat,2:00,3:00
MME2,Sat,4:00,5:00
MME2,Sat,8:00,16:00
MME2,Sat,19:00,0:00
NCL1,Sun,0:00,1:00
NCL1,Sun,2:00,3:00
NCL1,Sun,4:00,5:00
NCL1,Sun,8:00,16:00
NCL1,Sun,19:00,0:00
NCL1,Mon,0:00,1:00
NCL1,Mon,2:00,3:00
NCL1,Mon,4:00,5:00
NCL1,Mon,8:00,16:00
NCL1,Mon,19:00,0:00
NCL1,Tue,0:00,1:00
NCL1,Tue,2:00,3:00
NCL1,Tue,4:00,5:00
NCL1,Tue,8:00,16:00
NCL1,Tue,19:00,0:00
NCL1,wed,0:00,1:00
NCL1,wed,2:00,3:00
NCL1,wed,4:00,5:00
NCL1,wed,8:00,16:00
NCL1,wed,19:00,0:00
NCL1,Thu,0:00,1:00
NCL1,Thu,2:00,3:00
NCL1,Thu,4:00,5:00
NCL1,Thu,8:00,16:00
NCL1,Thu,19:00,0:00
NCL1,fri,0:00,1:00
NCL1,fri,2:00,3:00
NCL1,fri,4:00,5:00
NCL1,fri,8:00,16:00
NCL1,fri,19:00,0:00
NCL1,Sat,0:00,1:00
NCL1,Sat,2:00,3:00
NCL1,Sat,4:00,5:00
NCL1,Sat,8:00,16:00
NCL1,Sat,19:00,0:00
NCL2,Mon,18:30,0:00
NCL2,Mon,0:00,5:00
NCL2,Mon,8:00,18:00
NCL2,Tue,18:30,0:00
NCL2,Tue,0:00,5:00
NCL2,Tue,8:00,18:00
NCL2,Wed,18:30,0:00
NCL2,Wed,0:00,5:00
NCL2,Wed,8:00,18:00
NCL2,Thu,18:30,0:00
NCL2,Thu,0:00,5:00
NCL2,Thu,8:00,18:00
NCL2,Fri,18:30,0:00
NCL2,Fri,0:00,5:00
NCL2,Fri,8:00,18:00
NCL2,Sat,18:30,0:00
NCL2,Sat,0:00,5:00
NCL2,Sat,8:00,18:00
NCL2,Sun,18:30,0:00
NCL2,Sun,0:00,5:00
NCL2,Sun,8:00,18:00
SBS2,Sun,14:00,19:00
SBS2,Mon,14:00,19:00
SBS2,Tue,14:00,19:00
SBS2,Wed,14:00,19:00
SBS2,Thu,14:00,19:00
SBS2,Fri,14:00,19:00
SBS2,Sat,14:00,19:00
SEH1,Sun,3:00,4:00
SEH1,Sun,17:00,20:00
SEH1,Mon,3:00,4:00
SEH1,Mon,17:00,20:00
SEH1,Tue,3:00,4:00
SEH1,Tue,17:00,20:00
SEH1,Wed,3:00,4:00
SEH1,Wed,17:00,20:00
SEH1,Thu,3:00,4:00
SEH1,Thu,17:00,20:00
SEH1,Fri,3:00,4:00
SEH1,Fri,17:00,20:00
SEH1,Sat,3:00,4:00
SEH1,Sat,17:00,20:00
SNG1,Sun,5:00,6:00
SNG1,Sun,13:00,16:00
SNG1,Mon,5:00,6:00
SNG1,Mon,13:00,16:00
SNG1,Tue,5:00,6:00
SNG1,Tue,13:00,16:00
SNG1,Wed,5:00,6:00
SNG1,Wed,13:00,16:00
SNG1,Thu,5:00,6:00
SNG1,Thu,13:00,16:00
SNG1,Fri,5:00,6:00
SNG1,Fri,13:00,16:00
SNG1,Sat,5:00,6:00
SNG1,Sat,13:00,16:00
STN8,Sun,1:00,2:00
STN8,Sun,12:00,23:00
STN8,Mon,1:00,2:00
STN8,Mon,12:00,23:00
STN8,Tue,1:00,2:00
STN8,Tue,12:00,23:00
STN8,Wed,1:00,2:00
STN8,Wed,12:00,23:00
STN8,Thu,1:00,2:00
STN8,Thu,12:00,23:00
STN8,Fri,1:00,2:00
STN8,Fri,12:00,23:00
STN8,Sat,1:00,2:00
STN8,Sat,12:00,23:00
STN9,Sun,0:00,4:00
STN9,Sun,13:00,0:00
STN9,Mon,0:00,4:00
STN9,Mon,13:00,0:00
STN9,Tue,0:00,4:00
STN9,Tue,13:00,0:00
STN9,Wed,0:00,4:00
STN9,Wed,13:00,0:00
STN9,Thu,0:00,4:00
STN9,Thu,13:00,0:00
STN9,Fri,0:00,4:00
STN9,Fri,13:00,0:00
STN9,Sat,0:00,4:00
STN9,Sat,13:00,0:00
SXW2,Sun,4:00,20:00
SXW2,Mon,4:00,20:00
SXW2,Tue,4:00,20:00
SXW2,Wed,4:00,20:00
SXW2,Thu,4:00,20:00
SXW2,Fri,4:00,20:00
SXW2,Sat,4:00,20:00
SXW9,Sun,0:00,4:00
SXW9,Sun,13:00,0:00
SXW9,Mon,0:00,4:00
SXW9,Mon,13:00,0:00
SXW9,Tue,0:00,4:00
SXW9,Tue,13:00,0:00
SXW9,Wed,0:00,4:00
SXW9,Wed,13:00,0:00
SXW9,Thu,0:00,4:00
SXW9,Thu,13:00,0:00
SXW9,Fri,0:00,4:00
SXW9,Fri,13:00,0:00
SXW9,Sat,0:00,4:00
SXW9,Sat,13:00,0:00
